Collection,Nid,Title,Contributing Institution,Contributor,Coverage,Creator,Date Digital,Date Original (Precise),Date Original (Precise),Decade,Description,Digitization Specifications,Excerpt,Folder,Format,Image,Language,Publisher,Relation,Resource Identifier,Rights Management,Series,Source,Subject,Transcript,Type,Video
,,,,,,,,,,,,,,,,,,,,,,,,Fruit,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm produce,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
Back to the Land,214,Tile Draining Terraces,,Birdsfoot Farm,,"Jones, Doug",13-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00178_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Soil Management,,,
Back to the Land,215,Vetch,,Birdsfoot Farm,,"Jones, Doug",13-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00179_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Green manure crops,,,
,,,,,,,,,,,,,,,,,,,,,,,,Soil management,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vetch,,,
Back to the Land,216,Mixed Greens,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00195_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Greens, Edible",,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm produce,,,
Back to the Land,217,Fall Lettuce Under Row Cover,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00197_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Lettuce,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Row covers,,,
,,,,,,,,,,,,,,,,,,,,,,,,Season extension,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic farming,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Greens, Edible",,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting,,,
Back to the Land,218,Large Tomato Seedlings,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00198_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Planting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tomatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Vegetables, Transplanting",,,
Back to the Land,219,Mulching Tomatoes,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00199_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mulching,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tomatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm produce,,,
Back to the Land,220,Tomatoes Mulched,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00200_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tomatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mulching,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
Back to the Land,221,Tomatoes in Handcart,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00201_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tomatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
Back to the Land,222,Picking Trellised Slcing Tomatoes with Bad Early Blight,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00202_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tomatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
Back to the Land,223,Opalka Tomatoes,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00203_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tomatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
Back to the Land,224,Grading Tomatoes,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00204_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Tomatoes,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic farming,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Food processing,,,
Back to the Land,225,Digging Trenches for Potatoes,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00205_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Root crops,,,
,,,,,,,,,,,,,,,,,,,,,,,,Potatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Planting,,,
Back to the Land,226,Potato Seed Pieces,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00206_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Planting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Potatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
Back to the Land,227,Potatoes,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00207_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Potatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
Back to the Land,228,Mulched Garlic,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00208_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Garlic,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mulching,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm produce,,,
Back to the Land,229,Covering Garlic with Mulch,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00209_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mulching,,,
,,,,,,,,,,,,,,,,,,,,,,,,Garlic,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Herbs,,,
Back to the Land,230,Topset Garlic in August,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00210_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Garlic,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Herbs,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
Back to the Land,231,Garlic Festival at Birdsfoot Farm,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00211_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Garlic,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvest festivals,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic farming,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Working Group,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Community life,,,
Back to the Land,232,Garlic Hanging to Dry,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00212_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Garlic,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Food drying,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic farming,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Barns,,,
,,,,,,,,,,,,,,,,,,,,,,,,Haylofts,,,
Back to the Land,233,Washing Carrots at the Washstand,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00213_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Carrots,,,
,,,,,,,,,,,,,,,,,,,,,,,,Food processing,,,
,,,,,,,,,,,,,,,,,,,,,,,,Washing,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Cleaning,,,
Back to the Land,234,Basil Bed in Early Fall,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00214_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Basil,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Herbs,,,
,,,,,,,,,,,,,,,,,,,,,,,,Herb Gardens,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic Gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
Back to the Land,235,"Melons in the Fall – Earlidew, Pulsar, Sweet Favorite",,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00215_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Melons,,,
,,,,,,,,,,,,,,,,,,,,,,,,Fruit,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm produce,,,
Back to the Land,236,Washing Leeks at the Washstand,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00216_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Leeks,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Root crops,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Washing,,,
,,,,,,,,,,,,,,,,,,,,,,,,Cleaning,,,
Back to the Land,237,Growing Tobacco,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00217_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tobacco,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
Back to the Land,238,Ripe Sweet Onions Drying on Edge of Terrace,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00219_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Onions,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Food drying,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic farming,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
Back to the Land,239,Echinacea Pallida,,Birdsfoot Farm,,"Jones, Doug",14-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00220_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
